ANIO_REPORT;ANIO;CODMES;MES;DIA;COD_PROV;PROV;COD_CANT;CANT;COD_TIPO;TIPO;COD_EST;ESTACION;PM2.5
2021;2005;2;Febrero;3;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;9;Jipijapa;21,35
2021;2005;2;Febrero;4;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;9;Jipijapa;22,81
2021;2005;2;Febrero;5;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;9;Jipijapa;19,72
2021;2005;2;Febrero;6;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;9;Jipijapa;9,80
2021;2005;2;Febrero;7;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;9;Jipijapa;11,65
2021;2005;2;Febrero;8;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;9;Jipijapa;11,89
2021;2005;2;Febrero;9;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;9;Jipijapa;15,45
2021;2005;2;Febrero;10;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;9;Jipijapa;17,25
2021;2005;2;Febrero;11;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;9;Jipijapa;15,96
2021;2005;2;Febrero;12;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;9;Jipijapa;14,11
2021;2005;2;Febrero;13;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;9;Jipijapa;18,31
2021;2005;2;Febrero;14;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;9;Jipijapa;13,24
2021;2005;2;Febrero;15;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;9;Jipijapa;13,07
2021;2005;2;Febrero;16;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;9;Jipijapa;11,49
2021;2005;2;Febrero;17;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;9;Jipijapa;15,86
2021;2005;2;Febrero;18;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;9;Jipijapa;27,47
2021;2005;2;Febrero;19;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;9;Jipijapa;26,68
2021;2005;2;Febrero;20;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;9;Jipijapa;17,16
2021;2005;2;Febrero;21;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;9;Jipijapa;23,89
2021;2005;2;Febrero;22;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;9;Jipijapa;27,99
2021;2005;2;Febrero;23;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;9;Jipijapa;28,99
2021;2005;2;Febrero;24;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;9;Jipijapa;26,11
2021;2005;2;Febrero;25;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;9;Jipijapa;24,87
2021;2005;2;Febrero;26;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;9;Jipijapa;25,69
2021;2005;2;Febrero;27;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;9;Jipijapa;21,69
2021;2005;2;Febrero;28;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;9;Jipijapa;20,55
2021;2005;3;Marzo;18;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;1;Cotocollao;19,80
